Description,Name,GPS Location,Population within 3000 meters of GPS Location
PS2705081,Mwamitumai,"{""type"":""Point"",""coordinates"":[34.071599,-3.119862,0]}",10894
PS2702016,Ikungulyabashashi,"{""type"":""Point"",""coordinates"":[33.9531503,-2.6035063,0]}",10926
PS2704034,Mahembe,"{""type"":""Point"",""coordinates"":[33.7569072,-2.8854826,0]}",10952
PS2704066,Nkoma 'A',"{""type"":""Point"",""coordinates"":[34.0202201,-3.0388885,0]}",10960
PS2705053,Malita,"{""type"":""Point"",""coordinates"":[33.87655432,-3.08268434,0]}",11039
PS2705049,Lalago-Nje,"{""type"":""Point"",""coordinates"":[33.9398067,-3.4424187,0]}",11085
PS2704086,Sali,"{""type"":""Point"",""coordinates"":[34.259244,-2.8494647,0]}",11094
PS2703044,Mlimani,"{""type"":""Point"",""coordinates"":[33.7724104,-2.4689467,0]}",11124
PS2705050,Lalago-Ufundi,"{""type"":""Point"",""coordinates"":[33.9560847,-3.4389504,0]}",11141
PS2705110,Shishiyu,"{""type"":""Point"",""coordinates"":[33.60506206,-2.9524641,0]}",11316
PS2704013,Habiya,"{""type"":""Point"",""coordinates"":[34.16712566,-2.74033216,0]}",11326
PS2704064,Nhobora 'B',"{""type"":""Point"",""coordinates"":[33.8551121,-2.88788559,0]}",11365
PS2704074,Senani,"{""type"":""Point"",""coordinates"":[34.2304059,-2.8345388,0]}",11371
PS2706092,Mwaukoli,"{""type"":""Point"",""coordinates"":[34.17123273,-3.0372673,0]}",11373
PS2702008,Giyuki,"{""type"":""Point"",""coordinates"":[34.1511686,-2.6900176,0]}",11376
PS2706102,Sakasaka-'A',"{""type"":""Point"",""coordinates"":[34.3775921,-3.1722285,0]}",11382
PS2704035,Mhunze,"{""type"":""Point"",""coordinates"":[34.2221301,-2.9590119,0]}",11388
PS2704060,Ng'Walushu,"{""type"":""Point"",""coordinates"":[33.9849966,-3.0547518,0]}",11459
PS2702022,Kasoli,"{""type"":""Point"",""coordinates"":[33.6803827,-2.5769522,0]}",11471
PS2702076,Mwagabate,"{""type"":""Point"",""coordinates"":[33.9339985,-2.7760591,0]}",11530
PS2701031,Old-Maswa,"{""type"":""Point"",""coordinates"":[34.0010974,-2.6755935,0]}",11632
PS2703030,Lukungu,"{""type"":""Point"",""coordinates"":[33.862251,-2.2154014,0]}",11705
PS2704080,Mwaogama,"{""type"":""Point"",""coordinates"":[34.2824764,-2.9044008,0]}",11730
PS2701008,Giriku-'A',"{""type"":""Point"",""coordinates"":[34.0834608,-2.9637351,0]}",11764
PS2704083,Mwanyitanga,"{""type"":""Point"",""coordinates"":[34.2597419,-2.8764353,0]}",11804
PS2706026,Kisesa,"{""type"":""Point"",""coordinates"":[34.1418719,-3.0194614,0]}",11827
PS2702052,Nkindwabiye,"{""type"":""Point"",""coordinates"":[34.1979549,-2.5149557,0]}",11833
PS2704063,Nhobora 'A',"{""type"":""Point"",""coordinates"":[33.8709004,-2.8970216,0]}",11947
PS2705051,Lali,"{""type"":""Point"",""coordinates"":[33.5106356,-3.1176054,0]}",12012
PS2704025,Kinang'Weli,"{""type"":""Point"",""coordinates"":[33.743079,-2.9408409,0]}",12138
PS2701018,Kilulu,"{""type"":""Point"",""coordinates"":[34.0575712,-2.8518004,0]}",12156
PS2704004,Bumera,"{""type"":""Point"",""coordinates"":[34.1368164,-2.7887522,0]}",12164
PS2704071,Sagata,"{""type"":""Point"",""coordinates"":[34.2399356,-2.7761122,0]}",12216
PS2701009,Giriku-'B',"{""type"":""Point"",""coordinates"":[34.0605435,-2.9400705,0]}",12253
PS2706104,Sanga-Itinje,"{""type"":""Point"",""coordinates"":[34.11413024,-3.4195524,0]}",12337
PS2704047,Mwamunhu,"{""type"":""Point"",""coordinates"":[33.9316403,-3.0338666,0]}",12350
PS2704003,Bulolambeshi,"{""type"":""Point"",""coordinates"":[34.1189139,-2.7703044,0]}",12395
PS2701016,Kidalimanda,"{""type"":""Point"",""coordinates"":[34.019425,-2.8867141,0]}",12467
PS2702040,Mwangimu,"{""type"":""Point"",""coordinates"":[33.8714609,-2.7736387,0]}",12487
PS2704042,Mwamigagani,"{""type"":""Point"",""coordinates"":[33.9960121,-3.0467593,0]}",12490
PS2702027,Lubaga,"{""type"":""Point"",""coordinates"":[33.9385233,-2.5072833,0]}",12495
PS2705103,Sangamwalugesha,"{""type"":""Point"",""coordinates"":[34.0965224,-3.4157066,0]}",12575
PS2702063,Sakwe,"{""type"":""Point"",""coordinates"":[33.8596682,-2.7649757,0]}",12598
PS2701029,Nyakabindi,"{""type"":""Point"",""coordinates"":[33.9892082,-2.6420687,0]}",12648
PS2704052,Nangale,"{""type"":""Point"",""coordinates"":[34.2670693,-2.9154872,0]}",12648
PS2706053,Mwabuma,"{""type"":""Point"",""coordinates"":[34.24948852,-3.01148708,0]}",12665
PS2704014,Idoselo,"{""type"":""Point"",""coordinates"":[33.9030452,-3.0159407,0]}",12699
PS2702066,Sapiwi 'C',"{""type"":""Point"",""coordinates"":[33.9731188,-2.3681094,0]}",12710
PS2701003,Bunamhala-Ufundi,"{""type"":""Point"",""coordinates"":[34.0323483,-2.8744096,0]}",12839
PS2704009,Dasina 'B',"{""type"":""Point"",""coordinates"":[34.06633998,-3.00281045,0]}",12898
PS2706047,Muungano,"{""type"":""Point"",""coordinates"":[34.2142789,-3.2372366,0]}",12933
PS2704008,Dasina 'A',"{""type"":""Point"",""coordinates"":[34.0646507,-2.9870725,0]}",12936
PS2701007,Gamondo 'B',"{""type"":""Point"",""coordinates"":[34.0917081,-2.71225,0]}",12989
PS2701012,Imalilo,"{""type"":""Point"",""coordinates"":[33.97250228,-2.85894815,0]}",13026
PS2704046,Mwamungesha,"{""type"":""Point"",""coordinates"":[34.1504791,-2.82551,0]}",13100
PS2704077,Sunzula 'B',"{""type"":""Point"",""coordinates"":[33.8180018,-2.8712561,0]}",13147
PS2703040,Mbugani,"{""type"":""Point"",""coordinates"":[33.8984891,-2.34818049,0]}",13159
PS2704026,Lagangabilili,"{""type"":""Point"",""coordinates"":[34.1370022,-2.9650876,0]}",13160
PS2702039,Mwamoto,"{""type"":""Point"",""coordinates"":[34.14046488,-2.6656245,0]}",13164
PS2701013,Isanga-'A',"{""type"":""Point"",""coordinates"":[33.9505407,-2.837274,0]}",13170
PS2703072,Ngunga 'B',"{""type"":""Point"",""coordinates"":[33.83417501,-2.48051225,0]}",13197
PS2704001,Budalabujiga 'A',"{""type"":""Point"",""coordinates"":[34.0906509,-2.8833616,0]}",13197
PS2704076,Sunzula 'A',"{""type"":""Point"",""coordinates"":[33.820017,-2.8712575,0]}",13212
PS2706077,Mwandoya,"{""type"":""Point"",""coordinates"":[34.20726092,-3.22320992,0]}",13266
PS2703037,Masangani,"{""type"":""Point"",""coordinates"":[33.872291,-2.33644,0]}",13269
PS2703043,Mkula,"{""type"":""Point"",""coordinates"":[33.87375,-2.33922,0]}",13316
PS2701019,Mahaha,"{""type"":""Point"",""coordinates"":[34.0293271,-2.8325799,0]}",13396
PS2701006,Gamondo 'A',"{""type"":""Point"",""coordinates"":[34.0834884,-2.7343939,0]}",13448
PS2702064,Sapiwi 'A',"{""type"":""Point"",""coordinates"":[33.961933,-2.3733932,0]}",13456
PS2704050,Nanga 'A',"{""type"":""Point"",""coordinates"":[34.2263266,-2.8748966,0]}",13484
PS2703055,Mwamagigisi,"{""type"":""Point"",""coordinates"":[33.7907549,-2.3766945,0]}",13507
PS2702065,Sapiwi 'B',"{""type"":""Point"",""coordinates"":[33.9522019,-2.35929452,0]}",13546
PS2704051,Nanga 'B',"{""type"":""Point"",""coordinates"":[34.213195,-2.875145,0]}",13600
PS2706090,Mwasengela,"{""type"":""Point"",""coordinates"":[34.38634274,-3.016555664,0]}",13637
PS2706091,Mwashata,"{""type"":""Point"",""coordinates"":[34.3172252,-3.01139315,0]}",13674
PS2702051,Ngulyati,"{""type"":""Point"",""coordinates"":[33.822297,-2.6960683,0]}",13740
PS2703051,Mwabujose,"{""type"":""Point"",""coordinates"":[33.7431889,-2.3088609,0]}",13795
PS2702055,Nyamagana,"{""type"":""Point"",""coordinates"":[33.6753773,-2.5868355,0]}",13816
PS2702069,Sangida,"{""type"":""Point"",""coordinates"":[33.9562263,-2.4363425,0]}",13857
PS2704016,Ikungulipu 'A',"{""type"":""Point"",""coordinates"":[33.9986922,-2.9218433,0]}",13886
PS2704017,Ikungulipu 'B',"{""type"":""Point"",""coordinates"":[33.99915112,-2.922101095,0]}",13906
PS2702060,Nyasosi,"{""type"":""Point"",""coordinates"":[33.8076302,-2.684687,0]}",13949
PS2705029,Ipililo-'B',"{""type"":""Point"",""coordinates"":[34.08187777,-3.08773009,0]}",14020
PS2703080,Nyamatembe,"{""type"":""Point"",""coordinates"":[33.6445509,-2.3883831,0]}",14038
PS2702005,Gasuma 'A',"{""type"":""Point"",""coordinates"":[34.1139419,-2.5251578,0]}",14050
PS2703066,Mwaniga,"{""type"":""Point"",""coordinates"":[33.5927266,-2.447604,0]}",14118
PS2701023,Mhango,"{""type"":""Point"",""coordinates"":[33.8939004,-2.7395325,0]}",14191
PS2701022,Mbiti,"{""type"":""Point"",""coordinates"":[33.8952337,-2.7279779,0]}",14395
PS2702006,Gasuma 'B',"{""type"":""Point"",""coordinates"":[34.1091119,-2.5096585,0]}",14398
PS2704024,Kimali,"{""type"":""Point"",""coordinates"":[33.94462596,-2.98312662,0]}",14420
PS2704037,Mitobo,"{""type"":""Point"",""coordinates"":[34.1248828,-2.901343,0]}",14430
PS2705028,Ipililo-'A',"{""type"":""Point"",""coordinates"":[34.09473237,-3.08337026,0]}",14436
PS2702012,Igegu,"{""type"":""Point"",""coordinates"":[33.949407,-2.4285018,0]}",14571
PS2701033,Sanungu,"{""type"":""Point"",""coordinates"":[34.0207647,-2.7663912,0]}",14610
PS2704033,Madilana,"{""type"":""Point"",""coordinates"":[34.1939454,-2.9872731,0]}",14706
PS2703008,Chamgasa,"{""type"":""Point"",""coordinates"":[33.75464246,-2.29180482,0]}",14917
PS2701034,Shimbale,"{""type"":""Point"",""coordinates"":[33.8413713,-2.6966196,0]}",14939
PS2704036,Migato,"{""type"":""Point"",""coordinates"":[34.336954,-2.987383,0]}",14944
PS2703018,Ilambo,"{""type"":""Point"",""coordinates"":[33.6857648,-2.3863979,0]}",14947
PS2704002,Budalabujiga 'B',"{""type"":""Point"",""coordinates"":[34.1068238,-2.8978746,0]}",14963
PS2704040,Mwamapalala Mseto,"{""type"":""Point"",""coordinates"":[33.9120211,-3.0330476,0]}",15519
PS2705094,Ng'Hami,"{""type"":""Point"",""coordinates"":[33.81105974,-3.15923033,0]}",15631
PS2704075,Shishani,"{""type"":""Point"",""coordinates"":[34.37114853,-2.9894157,0]}",15664
PS2702068,Tunge,"{""type"":""Point"",""coordinates"":[33.987452,-2.5194556,0]}",15884
PS2703026,Kalago,"{""type"":""Point"",""coordinates"":[33.8264961,-2.2703968,0]}",16421
PS2705008,Bukigi,"{""type"":""Point"",""coordinates"":[33.50861987,-3.15001066,0]}",16602
PS2705086,Mwanhegele,"{""type"":""Point"",""coordinates"":[33.5327099,-2.9770132,0]}",17124
PS2702075,Bukiligulu,"{""type"":""Point"",""coordinates"":[34.1696378,-2.6456458,0]}",17166
PS2702054,Nkololo 'B',"{""type"":""Point"",""coordinates"":[34.1550764,-2.63260961,0]}",17318
PS2705023,Igwata,"{""type"":""Point"",""coordinates"":[33.5236782,-2.9626533,0]}",17431
PS2703009,Chanela,"{""type"":""Point"",""coordinates"":[33.5684343,-2.4045882,0]}",17549
PS2702053,Nkololo 'A',"{""type"":""Point"",""coordinates"":[34.1681781,-2.6449168,0]}",17568
PS2703085,Shigala,"{""type"":""Point"",""coordinates"":[33.67448,-2.3943706,0]}",17747
PS2705020,Hinduki-'S',"{""type"":""Point"",""coordinates"":[33.536641,-3.1391943,0]}",17831
PS2703059,Mwamayombo,"{""type"":""Point"",""coordinates"":[33.613843,-2.3489333,0]}",18377
PS2704018,Inalo,"{""type"":""Point"",""coordinates"":[33.92655934,-2.90663722,0]}",18783
PS2704058,Ng'Wagindu,"{""type"":""Point"",""coordinates"":[33.930237,-2.9153002,0]}",19096
PS2704031,Luguru,"{""type"":""Point"",""coordinates"":[33.9568702,-2.9208935,0]}",19565
PS2704070,Nyamalapa,"{""type"":""Point"",""coordinates"":[33.9568211,-2.9207488,0]}",19582
PS2704032,Lung'Wa,"{""type"":""Point"",""coordinates"":[33.9567402,-2.9209398,0]}",19586
PS2704061,Ng'Wang'Wita 'A',"{""type"":""Point"",""coordinates"":[33.9567202,-2.9209356,0]}",19590
PS2704057,Ng'Wabuki,"{""type"":""Point"",""coordinates"":[33.956433,-2.9209937,0]}",19735
PS2704006,Bunamhala Mb,"{""type"":""Point"",""coordinates"":[33.95653735,-2.92085502,0]}",19741
PS2704055,Ng'Hesha,"{""type"":""Point"",""coordinates"":[33.9565857,-2.9208494,0]}",19743
PS2705052,Malampaka,"{""type"":""Point"",""coordinates"":[33.519499,-3.1375717,0]}",20030
PS2704015,Ikindilo,"{""type"":""Point"",""coordinates"":[33.953786,-2.920945974,0]}",20133
PS2702011,Igaganulwa,"{""type"":""Point"",""coordinates"":[33.981278,-2.503415,0]}",20560
PS2705111,Sola,"{""type"":""Point"",""coordinates"":[33.8100586,-3.1735327,0]}",21053
PS2702067,Sengerema,"{""type"":""Point"",""coordinates"":[33.9618355,-2.5247601,0]}",21432
PS2704027,Laini 'A',"{""type"":""Point"",""coordinates"":[34.263455,-2.807893,0]}",21645
PS2704020,Itubilo,"{""type"":""Point"",""coordinates"":[33.9470271,-2.9024186,0]}",22040
PS2704028,Laini 'B',"{""type"":""Point"",""coordinates"":[34.2563699,-2.7940114,0]}",23073
PS2705058,Matalambuli,"{""type"":""Point"",""coordinates"":[33.76602213,-3.2016602,0]}",24062
PS2703058,Mwamanyili,"{""type"":""Point"",""coordinates"":[33.5411998,-2.4547545,0]}",24248
PS2703002,Bulima,"{""type"":""Point"",""coordinates"":[33.562519,-2.3797431,0]}",26053
PS2703024,Kabita,"{""type"":""Point"",""coordinates"":[33.6436222,-2.3186,0]}",28167
PS2701038,Somanda 'B',"{""type"":""Point"",""coordinates"":[33.9984308,-2.7753662,0]}",30552
PS2703069,Nassa,"{""type"":""Point"",""coordinates"":[33.5984694,-2.3607819,0]}",31012
PS2703083,Nyashimo,"{""type"":""Point"",""coordinates"":[33.5836613,-2.377278,0]}",31643
PS2701037,Somanda 'A',"{""type"":""Point"",""coordinates"":[33.9985141,-2.7760848,0]}",32169
PS2703081,Nyamikoma,"{""type"":""Point"",""coordinates"":[33.6698856,-2.3227118,0]}",33135
PS2703065,Mwanangi,"{""type"":""Point"",""coordinates"":[33.568545,-2.4361856,0]}",34287
PS2705101,Nyanguganwa,"{""type"":""Point"",""coordinates"":[33.76171381,-3.17855432,0]}",34381
PS2703011,Fogofogo,"{""type"":""Point"",""coordinates"":[33.6596625,-2.32222291,0]}",34403
PS2706035,Malugala,"{""type"":""Point"",""coordinates"":[34.3008145,-3.5303312,0]}",35492
PS2706115,Mshikamano 'B',"{""type"":""Point"",""coordinates"":[34.311152,-3.532033,0]}",36428
PS2706046,Mshikamano,"{""type"":""Point"",""coordinates"":[34.3096896,-3.5204576,0]}",36632
PS2706083,Mwanhuzi,"{""type"":""Point"",""coordinates"":[34.3103458,-3.52014746,0]}",36751
PS2703047,Mwabasabi,"{""type"":""Point"",""coordinates"":[33.8437167,-2.2477567,0]}",38685
PS2703022,Itongo,"{""type"":""Point"",""coordinates"":[33.8443817,-2.24996,0]}",38752
PS2703048,Mwabayanda,"{""type"":""Point"",""coordinates"":[33.8514761,-2.2556067,0]}",38903
PS2703029,Lamadi,"{""type"":""Point"",""coordinates"":[33.85213743,-2.255687813,0]}",38934
PS2703079,Nyamajashi,"{""type"":""Point"",""coordinates"":[33.8584666,-2.2506483,0]}",39440
PS2705100,Nyalikungu,"{""type"":""Point"",""coordinates"":[33.7743352,-3.1790534,0]}",42146
PS2705057,Maswa,"{""type"":""Point"",""coordinates"":[33.7745654,-3.1785944,0]}",42250
PS2705019,Hinduki-'M',"{""type"":""Point"",""coordinates"":[33.7792459,-3.1885375,0]}",42819
PS2705002,Binza,"{""type"":""Point"",""coordinates"":[33.77994519,-3.18872264,0]}",43101
PS2705071,Mwadila-'A',"{""type"":""Point"",""coordinates"":[33.7952224,-3.1763768,0]}",43317
PS2705108,Shanwa,"{""type"":""Point"",""coordinates"":[33.7826965,-3.1903342,0]}",43747
PS2701020,Majahida,"{""type"":""Point"",""coordinates"":[33.9913473,-2.8355241,0]}",47839
PS2701017,Kidinda,"{""type"":""Point"",""coordinates"":[33.9671523,-2.7969719,0]}",51244
PS2702062,Nyawa 'B',"{""type"":""Point"",""coordinates"":[33.9699376,-2.7971967,0]}",58051
PS2702010,Ibulyu,"{""type"":""Point"",""coordinates"":[33.9700033,-2.7972098,0]}",58209
PS2701032,Salunda,"{""type"":""Point"",""coordinates"":[33.97959,-2.8145537,0]}",82953
PS2701035,Sima 'A',"{""type"":""Point"",""coordinates"":[33.9929862,-2.8075543,0]}",84711
PS2701036,Sima 'B',"{""type"":""Point"",""coordinates"":[33.9924584,-2.8075265,0]}",84984
PS2701001,Bariadi,"{""type"":""Point"",""coordinates"":[33.990125,-2.799555,0]}",90036
PS3101049,Ngwala M,"{""type"":""Point"",""coordinates"":[32.9189799,-7.7333186,0]}",7
PS3101050,Itiziro,"{""type"":""Point"",""coordinates"":[32.790598,-7.818833,0]}",266
PS3101022,Kininga,"{""type"":""Point"",""coordinates"":[32.7235616,-8.0758266,0]}",666
PS3101019,Some,"{""type"":""Point"",""coordinates"":[32.4,-7.933333,0]}",672
PS3104083,Muungano,"{""type"":""Point"",""coordinates"":[32.57651,-8.90585,0]}",799
PS3101020,Manda Juu,"{""type"":""Point"",""coordinates"":[32.51572,-7.91081,0]}",1068
PS3101024,Iboma,"{""type"":""Point"",""coordinates"":[32.65876,-8.149861,0]}",1125
PS3101048,Ngwala K,"{""type"":""Point"",""coordinates"":[32.8179699,-7.7442966,0]}",1283
PS3104073,Mbao,"{""type"":""Point"",""coordinates"":[32.454593,-8.544499,0]}",1285
PS3103063,Izyaniche,"{""type"":""Point"",""coordinates"":[32.6970453,-8.9704166,0]}",1378
PS3104068,Chafuma,"{""type"":""Point"",""coordinates"":[32.0952183,-8.8843295,0]}",1454
PS3102035,Lupando,"{""type"":""Point"",""coordinates"":[33.2960633,-9.427285,0]}",1552
PS3103071,Majimoto,"{""type"":""Point"",""coordinates"":[33.2153162,-8.8904321,0]}",1576
PS3104011,Ipanga,"{""type"":""Point"",""coordinates"":[32.3704383,-9.032593333,0]}",1687
PS3101021,Kapalala,"{""type"":""Point"",""coordinates"":[32.66794576,-8.0662663,0]}",1855
PS3104004,Chipumpu,"{""type"":""Point"",""coordinates"":[32.26742833,-9.11948333,0]}",1865
PS3102031,Kisalala,"{""type"":""Point"",""coordinates"":[33.5346116,-9.5647883,0]}",1913
PS3104005,Chisitu,"{""type"":""Point"",""coordinates"":[32.34338,-9.117056,0]}",2036
PS3102064,Shuba,"{""type"":""Point"",""coordinates"":[33.3463866,-9.376985,0]}",2142
PS3104086,Chiula,"{""type"":""Point"",""coordinates"":[32.43404,-8.58944,0]}",2158
PS3105020,Msamba Ii,"{""type"":""Point"",""coordinates"":[32.6272637,-9.0987058,0]}",2189
PS3104050,Namsinde Ii,"{""type"":""Point"",""coordinates"":[32.334534,-8.797111,0]}",2200
PS3104033,Mfuto,"{""type"":""Point"",""coordinates"":[32.33433333,-8.797078333,0]}",2204
PS3104043,Msungwe,"{""type"":""Point"",""coordinates"":[32.31957999,-9.01105833,0]}",2256
PS3102005,Chabu,"{""type"":""Point"",""coordinates"":[33.2665183,-9.4263283,0]}",2259
PS3104059,Nyenjele,"{""type"":""Point"",""coordinates"":[32.3754024,-8.9463457,0]}",2284
PS3104015,Isunda,"{""type"":""Point"",""coordinates"":[32.310035,-8.934978,0]}",2314
PS3101047,Sazafalls,"{""type"":""Point"",""coordinates"":[32.9588967,-8.4015867,0]}",2337
PS3104028,Machindo,"{""type"":""Point"",""coordinates"":[32.312835,-8.831865,0]}",2488
PS3101011,Songwe,"{""type"":""Point"",""coordinates"":[32.8785576,-8.631035,0]}",2505
PS3104071,Lozi,"{""type"":""Point"",""coordinates"":[32.4587733,-8.84877084,0]}",2566
PS3104078,Matete,"{""type"":""Point"",""coordinates"":[32.4035319,-8.9784248,0]}",2586
PS3103165,Ilalanguru,"{""type"":""Point"",""coordinates"":[32.6522733,-8.7077683,0]}",2854
PS3104010,Ikana,"{""type"":""Point"",""coordinates"":[32.412766,-8.986205,0]}",2869
PS3104049,Namsinde I,"{""type"":""Point"",""coordinates"":[32.364525,-8.570217,0]}",2982
PS3101036,Mwambani,"{""type"":""Point"",""coordinates"":[33.048911,-8.494587,0]}",3020
PS3104012,Ipata,"{""type"":""Point"",""coordinates"":[32.6250133,-8.9665933,0]}",3177
PS3103061,Iyenga,"{""type"":""Point"",""coordinates"":[33.0397381,-8.542892,0]}",3319
PS3104044,Mweneemba,"{""type"":""Point"",""coordinates"":[32.381145,-8.509673,0]}",3324
PS3102045,Mfulu,"{""type"":""Point"",""coordinates"":[33.5781833,-9.534685,0]}",3331
PS3101046,Maleza,"{""type"":""Point"",""coordinates"":[32.9074316,-8.4004616,0]}",3440
PS3101045,Mbangala,"{""type"":""Point"",""coordinates"":[32.90743167,-8.400461667,0]}",3440
PS3101034,Kikondo,"{""type"":""Point"",""coordinates"":[33.0510116,-8.4837917,0]}",3456
PS3101028,Kambarage,"{""type"":""Point"",""coordinates"":[32.9647833,-8.6519633,0]}",3519
PS3105029,Tulongwe,"{""type"":""Point"",""coordinates"":[32.7120069,-9.1773287,0]}",3583
PS3104041,Mpui,"{""type"":""Point"",""coordinates"":[32.312606,-8.880537,0]}",3638
PS3105024,Niumba,"{""type"":""Point"",""coordinates"":[32.6897425,-9.0718828,0]}",3669
PS3104025,Kasinde,"{""type"":""Point"",""coordinates"":[32.1334483,-8.9318183,0]}",3749
PS3104051,Namtambalala,"{""type"":""Point"",""coordinates"":[32.245832,-8.702559,0]}",3760
PS3102013,Ibezya,"{""type"":""Point"",""coordinates"":[33.2002066,-9.331195,0]}",3797
PS3102070,Yuli,"{""type"":""Point"",""coordinates"":[33.17568699,-9.3703961,0]}",3911
PS3102039,Mabula,"{""type"":""Point"",""coordinates"":[33.2112607,-9.377227,0]}",3930
PS3104009,Chuo,"{""type"":""Point"",""coordinates"":[32.3043116,-8.6359883,0]}",3967
PS3101038,Zira,"{""type"":""Point"",""coordinates"":[33.1878983,-8.6630966,0]}",4027
PS3101018,Kakoma,"{""type"":""Point"",""coordinates"":[32.49401333,-7.879815,0]}",4029
PS3105011,Chiwezi,"{""type"":""Point"",""coordinates"":[32.7026275,-9.1494537,0]}",4151
PS3103114,Nzovu,"{""type"":""Point"",""coordinates"":[33.0201799,-9.3129566,0]}",4160
PS3104001,Chilangu,"{""type"":""Point"",""coordinates"":[32.222681,-8.797895,0]}",4348
PS3102061,Yenzebwe,"{""type"":""Point"",""coordinates"":[33.231705,-9.4094383,0]}",4400
PS3101057,Kalanda,"{""type"":""Point"",""coordinates"":[32.91871,-8.39887,0]}",4423
PS3103103,Namlonga,"{""type"":""Point"",""coordinates"":[33.1354121,-8.9149151,0]}",4451
PS3101013,Namkukwe,"{""type"":""Point"",""coordinates"":[32.7305883,-8.5900633,0]}",4536
PS3101016,Patamela,"{""type"":""Point"",""coordinates"":[33.0879254,-8.3853142,0]}",4597
PS3104013,Ipatikana,"{""type"":""Point"",""coordinates"":[32.112736,-8.783333,0]}",4605
PS3102081,Mkombozi,"{""type"":""Point"",""coordinates"":[33.4348947,-9.3812174,0]}",4610
PS3103124,Shititi,"{""type"":""Point"",""coordinates"":[32.9913033,-9.2814933,0]}",4787
PS3104031,Masanyinta,"{""type"":""Point"",""coordinates"":[32.411887,-8.426438,0]}",4798
PS3102076,Hasongwa,"{""type"":""Point"",""coordinates"":[32.894445,-9.3395783,0]}",4873
PS3101017,Gua,"{""type"":""Point"",""coordinates"":[32.4927502,-7.8561707,0]}",4878
PS3102052,Ndola,"{""type"":""Point"",""coordinates"":[33.2451251,-9.3144436,0]}",4994
PS3102075,Mbangala,"{""type"":""Point"",""coordinates"":[33.4295367,-9.4504967,0]}",4998
PS3104008,Chole,"{""type"":""Point"",""coordinates"":[32.619918,-8.493335,0]}",5038
PS3101033,Mbala,"{""type"":""Point"",""coordinates"":[33.0753119,-8.5330071,0]}",5221
PS3102069,Ishinga,"{""type"":""Point"",""coordinates"":[33.2723166,-9.3306633,0]}",5238
PS3102065,Ntembo,"{""type"":""Point"",""coordinates"":[33.0879828,-9.3980728,0]}",5335
PS3104034,Mkomba,"{""type"":""Point"",""coordinates"":[32.568066,-8.5227333,0]}",5358
PS3102025,Itega,"{""type"":""Point"",""coordinates"":[33.3206633,-9.3160416,0]}",5455
PS3102051,Namasele,"{""type"":""Point"",""coordinates"":[33.4171804,-9.553187,0]}",5456
PS3104016,Itelefya,"{""type"":""Point"",""coordinates"":[32.3199266,-8.5089666,0]}",5494
PS3102053,Ngulilo,"{""type"":""Point"",""coordinates"":[33.4434419,-9.2435119,0]}",5613
PS3101023,Udinde,"{""type"":""Point"",""coordinates"":[32.6157233,-8.0977267,0]}",5617
PS3104030,Maloli,"{""type"":""Point"",""coordinates"":[32.3494783,-8.6718216,0]}",5681
PS3102003,Bupigu,"{""type"":""Point"",""coordinates"":[33.3488483,-9.5018149,0]}",5714
PS3104058,Ntungwa,"{""type"":""Point"",""coordinates"":[32.4753666,-8.596238333,0]}",5757
PS3102066,Ishenta,"{""type"":""Point"",""coordinates"":[33.2262856,-9.3597554,0]}",5761
PS3101041,Iyovyo,"{""type"":""Point"",""coordinates"":[32.8361221,-8.5376999,0]}",5772
PS3101042,Mpona,"{""type"":""Point"",""coordinates"":[32.840486,-8.583293,0]}",5792
PS3101029,Nahalyongo,"{""type"":""Point"",""coordinates"":[32.9285315,-8.5747018,0]}",5835
PS3102033,Kisyesye,"{""type"":""Point"",""coordinates"":[33.569155,-9.44269833,0]}",5858
PS3101012,Itindi,"{""type"":""Point"",""coordinates"":[32.9986583,-8.6683633,0]}",5878
PS3101025,Rukwa,"{""type"":""Point"",""coordinates"":[32.6033466,-8.0971735,0]}",5888
PS3104046,Nakawale,"{""type"":""Point"",""coordinates"":[32.457525,-9.022168333,0]}",5889
PS3103021,Idibila,"{""type"":""Point"",""coordinates"":[33.1028119,-8.92590415,0]}",5931
PS3101031,Ndanga,"{""type"":""Point"",""coordinates"":[32.9763616,-8.5016571,0]}",5943
PS3102074,Mbalula,"{""type"":""Point"",""coordinates"":[33.4238383,-9.5147266,0]}",5945
PS3104062,Sante,"{""type"":""Point"",""coordinates"":[32.4761505,-8.443989,0]}",6010
PS3103134,Utambalila,"{""type"":""Point"",""coordinates"":[32.6076209,-8.7424679,0]}",6047
PS3103128,Siya,"{""type"":""Point"",""coordinates"":[32.8980892,-8.8866132,0]}",6131
PS3104064,Tindingoma,"{""type"":""Point"",""coordinates"":[32.5475383,-8.8227433,0]}",6160
PS3104063,Senga,"{""type"":""Point"",""coordinates"":[32.3650167,-8.3380283,0]}",6411
PS3104035,Mkonko,"{""type"":""Point"",""coordinates"":[32.332847,-8.38906,0]}",6531
PS3104069,Ilengo,"{""type"":""Point"",""coordinates"":[32.4990322,-8.4387652,0]}",6532
PS3102017,Ilanga,"{""type"":""Point"",""coordinates"":[33.0869093,-9.3205144,0]}",6624
PS3104040,Mpapa,"{""type"":""Point"",""coordinates"":[32.374264,-8.405307,0]}",6635
PS3104017,Itumbula,"{""type"":""Point"",""coordinates"":[32.479504,-8.449266,0]}",6640
